寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
残件/按现状,72.0,Canon Sure Shot Joy 35mm Point & Shoot Film Camera Untested w/ Manual,Canon,Film Cameras,For parts or not working,29.99,CAD,FIXED_PRICE,8,1600,as-is;underpriced(med 100),CA,max-collectibles,99.5,2026-08-17T01:17:34.000Z,,https://www.ebay.ca/itm/267759575260?hash=item3e57b6e0dc:g:fawAAeSwfjZqgmBa,https://i.ebayimg.com/images/g/fawAAeSwfjZqgmBa/s-l225.jpg
残件/按现状,72.0,VINTAGE NIKON ONE TOUCH 100 POINT & SHOOT 35MM FILM CAMERA WITH STRAP-UNTESTED,Nikon,Film Cameras,Used,29.99,CAD,FIXED_PRICE,12,1600,as-is;underpriced(med 110),CA,treasureinthemountains,100.0,2026-08-16T22:09:10.000Z,,https://www.ebay.ca/itm/318740557161?hash=item4a366aed69:g:AmIAAOSwtJdmBwLC,https://i.ebayimg.com/images/g/AmIAAOSwtJdmBwLC/s-l225.jpg
残件/按现状,55.0,Canon Ae-1 Program Camera With Flash And 3 Lenses,Canon,Film Cameras,For parts or not working,0.0,USD,AUCTION,18,1600,grail:Ae-1;auction,CA,pegcity32,100.0,2026-08-16T19:34:00.000Z,2026-08-23T19:34:00.000Z,https://www.ebay.ca/itm/198575744487?hash=item2e3c0965e7:g:bH8AAeSwF5VoqRze,https://i.ebayimg.com/images/g/bH8AAeSwF5VoqRze/s-l225.jpg
残件/按现状,50.0,Pentax Espio 140M Autofocus 35mm Point and Shoot Film Camera As Is Parts READ!!!,Pentax,Film Cameras,For parts or not working,25.0,CAD,"FIXED_PRICE,BEST_OFFER",13,1600,as-is,CA,reuseitbc,100.0,2026-08-16T21:51:46.000Z,,https://www.ebay.ca/itm/178414376146?hash=item298a5354d2:g:JF8AAeSwyedqgjDj,https://i.ebayimg.com/images/g/JF8AAeSwyedqgjDj/s-l225.jpg
残件/按现状,50.0,Pentax Super Program 35mm Film Camera Body (For Parts OR Repair),Pentax,Film Cameras,For parts or not working,36.24,CAD,FIXED_PRICE,4,1077,as-is,CA,artisanalleyca,100.0,2026-08-16T04:44:26.000Z,,https://www.ebay.ca/itm/820008268545?hash=itembeec4d3301:g:zRMAAeSwU69pl6J7,https://i.ebayimg.com/images/g/zRMAAeSwU69pl6J7/s-l225.jpg
残件/按现状,48.0,Hasselblad 500 EL/M Camera Body w Original Box + Body Cap - Untested,Hasselblad,Film Cameras,For parts or not working,249.0,CAD,"FIXED_PRICE,BEST_OFFER",15,1600,as-is,CA,andronic,100.0,2026-08-16T05:10:47.000Z,,https://www.ebay.ca/itm/198574415157?hash=item2e3bf51d35:g:WsMAAeSwOQFqJJjc,https://i.ebayimg.com/images/g/WsMAAeSwOQFqJJjc/s-l225.jpg
残件/按现状,47.0,Nikon D50 DSLR Camera 18-55mm AF-S DX Lens Kit Untested For Parts Repair,Nikon,Digital Cameras,For parts or not working,72.99,CAD,"FIXED_PRICE,BEST_OFFER",12,1357,55mm;as-is;underpriced(med 192),CA,d2bstore,100.0,2026-08-16T14:48:04.000Z,,https://www.ebay.ca/itm/407148978402?hash=item5ecbf860e2:g:KmYAAeSwYVRqgcz2,https://i.ebayimg.com/images/g/KmYAAeSwYVRqgcz2/s-l225.jpg
残件/按现状,44.0,"Sony Handycam DCR-HC40 Silver 2.5"" LCD 120x Digital Zoom MiniDV Camcorder PARTS",Sony,Camcorders,For parts or not working,55.72,CAD,"FIXED_PRICE,BEST_OFFER",10,1600,underpriced(med 216),CA,jenniferscollectibles,100.0,2026-08-17T01:04:34.000Z,,https://www.ebay.ca/itm/398294025278?hash=item5cbc2c843e:g:xuoAAeSwTEpo8anN,https://i.ebayimg.com/images/g/xuoAAeSwTEpo8anN/s-l225.jpg
残件/按现状,44.0,Nikon EM With 80-200mm Lens. Black Film Camera Untested READ,Nikon,Film Cameras,Used,120.0,CAD,FIXED_PRICE,4,1599,as-is,CA,tada64646,100.0,2026-08-17T11:28:31.000Z,,https://www.ebay.ca/itm/407150940351?hash=item5ecc1650bf:g:If4AAeSwF~xqgbzl,https://i.ebayimg.com/images/g/If4AAeSwF~xqgbzl/s-l225.jpg
残件/按现状,40.0,Polaroid OneStep Express Green 600 | Vintage Instant Camera w/ Bag | Untested,Polaroid,Vintage Cameras,,27.28,CAD,"FIXED_PRICE,BEST_OFFER",21,1440,as-is,CA,miggysrediscoveredgoods,100.0,2026-08-16T08:39:12.000Z,,https://www.ebay.ca/itm/398291559932?hash=item5cbc06e5fc:g:aSEAAeSwVkBpkw3C,https://i.ebayimg.com/images/g/aSEAAeSwVkBpkw3C/s-l225.jpg
