寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
查无市价,110.0,(Near Mint) Contax RTS Body with Tokina RMC 400mm F5.6 Working Item Lens Set,Contax,Film Cameras,Used,128.16,USD,FIXED_PRICE,2,1200,grail:Contax RTS;good-cond;underpriced(med 621),JP,quorefl-53,100.0,2026-08-21T23:30:32.000Z,,https://www.ebay.com/itm/800547115955?hash=itemba645393b3:g:SeAAAeSwEU1qiOB3,https://i.ebayimg.com/images/g/SeAAAeSwEU1qiOB3/s-l225.jpg
查无市价,110.0,[Near MINT] Zenza Bronica Advance Crank for SQ SQ-A SQ-Ai SQ-Am SQ-B From JAPAN,Bronica,Film Cameras,Used,129.99,USD,FIXED_PRICE,23,1600,grail:Bronica Advance;good-cond;underpriced(med 600),JP,airu55,100.0,2026-08-22T01:37:09.000Z,,https://www.ebay.com/itm/800547334272?hash=itemba6456e880:g:HQsAAeSwALdqiP2G,https://i.ebayimg.com/images/g/HQsAAeSwALdqiP2G/s-l225.jpg
查无市价,108.0,Vintage Hasselblad Left Hand Grip Bracket w/ Cable Release 500C 500CM V System,Hasselblad,Film Cameras,Used,39.99,USD,"FIXED_PRICE,BEST_OFFER",5,1600,grail:500C;mount:hasselblad v;underpriced(med 1658),US,atk_661,100.0,2026-08-21T13:17:55.000Z,,https://www.ebay.com/itm/800545363557?hash=itemba6438d665:g:ulUAAeSwgW9qiE5F,https://i.ebayimg.com/images/g/ulUAAeSwgW9qiE5F/s-l225.jpg
查无市价,104.0,[MINT+++] Leica IIIa Ernst Leitz Wetzlar Rangefinder Film Camera From JAPAN,Leica,Film Cameras,Used,329.99,USD,FIXED_PRICE,11,1600,grail:Leica IIIa;good-cond;underpriced(med 1210),JP,mublo_8,100.0,2026-08-21T04:13:57.000Z,,https://www.ebay.com/itm/398310091869?hash=item5cbd21ac5d:g:GtMAAeSwzadqh9Gk,https://i.ebayimg.com/images/g/GtMAAeSwzadqh9Gk/s-l225.jpg
残件/按现状,102.0,Carl Zeiss Ikon Camera With 50mm 2.8 Tessar Lens and Leather Case Untested,Zeiss,Film Cameras,Used,25.0,USD,FIXED_PRICE,8,1500,grail:Tessar;as-is;underpriced(med 286),US,pnw2017,100.0,2026-08-21T22:12:53.000Z,,https://www.ebay.com/itm/137648414347?hash=item200c7c1e8b:g:qDoAAeSw0FZqiM0i,https://i.ebayimg.com/images/g/qDoAAeSw0FZqiM0i/s-l225.jpg
残件/按现状,100.0,Read [ For Parts ] Mamiya RB67 Pro S Medium Format Camera Body From JAPAN JPN,Mamiya,Film Cameras,For parts or not working,89.99,USD,FIXED_PRICE,9,1600,grail:RB67;as-is;underpriced(med 460),JP,softly2021.3,100.0,2026-08-21T22:11:17.000Z,,https://www.ebay.com/itm/398312716950?hash=item5cbd49ba96:g:blUAAeSwhYZqiM1-,https://i.ebayimg.com/images/g/blUAAeSwhYZqiM1-/s-l225.jpg
残件/按现状,100.0,CONTAX RTS (Sold as-is) Working Item From Japan,Contax,Film Cameras,Used,96.4,USD,FIXED_PRICE,9,1200,grail:CONTAX RTS;as-is;underpriced(med 625),JP,quorefl-53,100.0,2026-08-21T07:53:02.000Z,,https://www.ebay.com/itm/800544141670?hash=itemba64263166:g:RSgAAeSwZERqiATS,https://i.ebayimg.com/images/g/RSgAAeSwZERqiATS/s-l225.jpg
残件/按现状,98.0,Minolta Hi-Matic 1 Rangefinder 35mm Camera w/ Rokkor PF 45mm f/2.8 Untested AsIs,Minolta,Film Cameras,For parts or not working,29.97,USD,FIXED_PRICE,23,1600,grail:Hi-Matic;mount:minolta md;as-is;underpriced(med 95),US,erlo_market,99.8,2026-08-22T11:05:56.000Z,,https://www.ebay.com/itm/128039128433?hash=item1dcfba0d71:g:4HcAAeSw3lhqeQlI,https://i.ebayimg.com/images/g/4HcAAeSw3lhqeQlI/s-l225.jpg
残件/按现状,98.0,Olympus OM-2 SLR Film Camera Body Black Silver FOR PARTS OR REPAIR,Olympus,Film Cameras,For parts or not working,40.99,USD,"FIXED_PRICE,BEST_OFFER",5,1600,grail:OM-2;mount:olympus om;as-is;underpriced(med 157),US,joobjoob7,99.8,2026-08-21T11:56:58.000Z,,https://www.ebay.com/itm/117371549013?hash=item1b53e3b555:g:t74AAeSwITlp1UG1,https://i.ebayimg.com/images/g/t74AAeSwITlp1UG1/s-l225.jpg
残件/按现状,98.0,Pentax ME Super 35mm Film Camera + SMC Pentax-M 50mm Lens - Untested,Pentax,Film Cameras,For parts or not working,53.54,USD,FIXED_PRICE,17,1600,grail:Pentax ME Super;mount:pentax k;as-is;underpriced(med 150),US,thebargainjargon,99.6,2026-08-21T16:10:21.000Z,,https://www.ebay.com/itm/800546016287?hash=itemba6442cc1f:g:AuEAAeSwRxtqD2zE,https://i.ebayimg.com/images/g/AuEAAeSwRxtqD2zE/s-l225.jpg
