寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
型号不明,106.0,[MINT] Kenko Teleplus MC 6 2X Teleconverter Mamiya 645 Super Pro TL From Japan,Mamiya,Lenses,Used,49.99,USD,FIXED_PRICE,7,1600,grail:645;good-cond;underpriced(med 321),JP,leilanipo_65,99.6,2026-08-07T00:02:33.000Z,,https://www.ebay.com/itm/178380998784?hash=item2988560880:g:uCcAAeSwXI1qdSDY,https://i.ebayimg.com/images/g/uCcAAeSwXI1qdSDY/s-l225.jpg
残件/按现状,94.0,Leica R8 Motordrive - For parts-not working,Leica,Film Cameras,For parts or not working,199.99,USD,"FIXED_PRICE,AUCTION",2,1600,grail:Leica R8;as-is;underpriced(med 785);auction,US,hardwick9,100.0,2026-08-06T19:50:48.000Z,2026-08-16T19:50:48.000Z,https://www.ebay.com/itm/236990066196?hash=item372db56e14:g:n4wAAeSwaTJqZ7U9,https://i.ebayimg.com/images/g/n4wAAeSwaTJqZ7U9/s-l225.jpg
残件/按现状,92.0,Canon AE-1 Program 35mm SLR Film Camera Body Parts Repair AS-IS,Canon,Film Cameras,For parts or not working,34.99,USD,FIXED_PRICE,9,1600,grail:AE-1;as-is;underpriced(med 200),US,flvintagedeals,99.3,2026-08-06T20:27:37.000Z,,https://www.ebay.com/itm/398257684677?hash=item5cba0200c5:g:cWkAAeSwsJVqdO3I,https://i.ebayimg.com/images/g/cWkAAeSwsJVqdO3I/s-l225.jpg
型号不明,92.0,"Vintage Carl Zeiss Tele-Tessar 4/135, #4363546 West Germany",Zeiss,Lenses,Used,48.0,USD,FIXED_PRICE,11,1600,grail:Tessar;underpriced(med 467),US,56cheb,99.7,2026-08-06T18:29:22.000Z,,https://www.ebay.com/itm/398257405981?hash=item5cb9fdc01d:g:NrgAAeSwv8xqdNJf,https://i.ebayimg.com/images/g/NrgAAeSwv8xqdNJf/s-l225.jpg
残件/按现状,92.0,Canon A-1 35mm Film SLR Camera Black BODY ONLY Parts/Repair,Canon,Film Cameras,For parts or not working,49.99,USD,FIXED_PRICE,8,1599,grail:Canon A-1;underpriced(med 200),US,brason81,100.0,2026-08-06T20:37:59.000Z,,https://www.ebay.com/itm/117344697826?hash=item1b5249fde2:g:gTIAAeSw5fZqdI7i,https://i.ebayimg.com/images/g/gTIAAeSw5fZqdI7i/s-l225.jpg
残件/按现状,92.0,Canon Canonet 28 Rangefinder 35mm Film Camera w/ 40mm f/2.8 Lens Vintage - READ,Canon,Film Cameras,For parts or not working,49.99,USD,FIXED_PRICE,16,1600,grail:Canonet;underpriced(med 200),US,pomskyman,100.0,2026-08-06T21:32:20.000Z,,https://www.ebay.com/itm/318688896714?hash=item4a3356a6ca:g:3cQAAeSwEe9qdP1Z,https://i.ebayimg.com/images/g/3cQAAeSwEe9qdP1Z/s-l225.jpg
残件/按现状,86.0,Zeiss Ikon Opton Tessar 80mm f2.8 T Lens for Super Ikonta B #G168,Zeiss,Lenses,For parts or not working,106.99,USD,"FIXED_PRICE,BEST_OFFER",5,1600,grail:Tessar;underpriced(med 467),US,robertscamera,99.8,2026-08-06T22:19:20.000Z,,https://www.ebay.com/itm/407125660375?hash=item5eca9492d7:g:XWwAAeSwbiNqdQhi,https://i.ebayimg.com/images/g/XWwAAeSwbiNqdQhi/s-l225.jpg
残件/按现状,86.0,Zeiss Ikon Opton Tessar 80mm f2.8 T Lens for Super Ikonta B #G167,Zeiss,Lenses,For parts or not working,106.99,USD,"FIXED_PRICE,BEST_OFFER",5,1600,grail:Tessar;underpriced(med 467),US,robertscamera,99.8,2026-08-06T22:19:12.000Z,,https://www.ebay.com/itm/147487781313?hash=item2256f4f1c1:g:XwUAAeSwhKZqdQha,https://i.ebayimg.com/images/g/XwUAAeSwhKZqdQha/s-l225.jpg
残件/按现状,86.0,Zeiss Ikon Opton Tessar 80mm f2.8 T Lens for Super Ikonta B #G165,Zeiss,Lenses,For parts or not working,106.99,USD,"FIXED_PRICE,BEST_OFFER",5,1600,grail:Tessar;underpriced(med 467),US,robertscamera,99.8,2026-08-06T22:19:03.000Z,,https://www.ebay.com/itm/147487781169?hash=item2256f4f131:g:J2AAAeSwSLlqdQhR,https://i.ebayimg.com/images/g/J2AAAeSwSLlqdQhR/s-l225.jpg
查无市价,85.0,Vintage Voigtlander camera w/color Lanthar 2.8/42lens Prontor 500 LK with case,Voigtlander,Film Cameras,Used,59.99,USD,"FIXED_PRICE,BEST_OFFER",6,1600,underpriced(med 560),US,lovetobuy!sell,100.0,2026-08-06T21:31:28.000Z,,https://www.ebay.com/itm/158161622336?hash=item24d32ad540:g:30UAAOSwElJjTLnY,https://i.ebayimg.com/images/g/30UAAOSwElJjTLnY/s-l225.jpg
残件/按现状,84.0,CONTAX KYOCERA Lens CARL ZEISS SONNAR T*90MM F2.8 Junk Used,Contax,Lenses,Used,178.91,USD,FIXED_PRICE,4,1280,grail:SONNAR;as-is;underpriced(med 422),JP,hard-off-japan-in-au,99.0,2026-08-06T20:02:00.000Z,,https://www.ebay.com/itm/318688554783?hash=item4a33516f1f:g:J-gAAeSwbEhqdOkt,https://i.ebayimg.com/images/g/J-gAAeSwbEhqdOkt/s-l225.jpg
查无市价,80.0,[MINT] Leica Elmarit R 60mm F2.8 Macro R-Only E55 Lens From JAPAN,Leica,Film Cameras,Used,429.99,USD,FIXED_PRICE,13,1600,grail:Elmarit;good-cond,JP,kawamura-camera,99.7,2026-08-06T23:50:40.000Z,,https://www.ebay.com/itm/117344959554?hash=item1b524dfc42:g:GjQAAeSwiBtqVMJ2,https://i.ebayimg.com/images/g/GjQAAeSwiBtqVMJ2/s-l225.jpg
残件/按现状;型号不明,79.0,🍙For Parts or Repair / Flash Fault / AF OK / Clean Lens / Powers On 🍙Yashica T,Yashica,Film Cameras,For parts or not working,39.99,USD,FIXED_PRICE,14,1600,as-is;underpriced(med 115),JP,nokik_0,99.4,2026-08-06T22:28:35.000Z,,https://www.ebay.com/itm/188754014736?hash=item2bf29db210:g:8iEAAeSw1vZqbbHJ,https://i.ebayimg.com/images/g/8iEAAeSw1vZqbbHJ/s-l225.jpg
型号不明,79.0,[Top MINT] Canon EXTENDER EF 1.4x II Tele-converter II for EOS EF From JAPAN,Canon,Lenses,Used,99.99,USD,FIXED_PRICE,11,1600,mount:canon ef;good-cond;underpriced(med 239),JP,ryota9jp,99.0,2026-08-06T18:25:38.000Z,,https://www.ebay.com/itm/137593608949?hash=item200937daf5:g:3EkAAeSw6qlqdNLS,https://i.ebayimg.com/images/g/3EkAAeSw6qlqdNLS/s-l225.jpg
残件/按现状,78.0,Canon Zoom Lens - EF 75-300mm - 1:4-5.6 - 58mm - Philippines - Untested - VG,Canon,Lenses,Used,46.0,USD,"FIXED_PRICE,AUCTION",4,1599,mount:canon ef;58mm;as-is;underpriced(med 239);auction,US,jrondot,100.0,2026-08-06T17:54:21.000Z,2026-08-13T17:54:21.000Z,https://www.ebay.com/itm/117344513907?hash=item1b52472f73:g:4~sAAeSw7EhqYifq,https://i.ebayimg.com/images/g/4~sAAeSw7EhqYifq/s-l225.jpg
查无市价,78.0,[TOP MINT] Hasselblad 503CW ISO 3200 Acute D A12 IV Camera w/ CFE 80mm f2.8 Lens,Hasselblad,Film Cameras,Used,5999.99,USD,FIXED_PRICE,22,1600,grail:503CW;mount:hasselblad v;good-cond,JP,daihir_56,100.0,2026-08-07T00:19:51.000Z,,https://www.ebay.com/itm/407125802418?hash=item5eca96bdb2:g:8-sAAeSwAfJqdSXX,https://i.ebayimg.com/images/g/8-sAAeSwAfJqdSXX/s-l225.jpg
