寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
查无市价,110.0,*Near Mint* Contax RTS 1st Model SLR 35mm Film Camera Grid Screen From Japan,Contax,Film Cameras,Used,142.49,USD,FIXED_PRICE,14,1600,grail:Contax RTS;good-cond;underpriced(med 600),JP,dub0804-55,100.0,2026-08-14T11:34:40.000Z,,https://www.ebay.com/itm/366605134709?hash=item555b5e6b75:g:5xAAAeSw1XtpwnVi,https://i.ebayimg.com/images/g/5xAAAeSw1XtpwnVi/s-l225.jpg
查无市价,106.0,HASSELBLAD 503CX/500CLASSIC/503CXi/501C/503CW/501CM/500ELX/553ELX/555ELD from Ja,Hasselblad,Film Cameras,Used,46.75,USD,"FIXED_PRICE,BEST_OFFER",2,1200,grail:501C;underpriced(med 1470),JP,shopaquarius,100.0,2026-08-14T09:00:46.000Z,,https://www.ebay.com/itm/407143696895?hash=item5ecba7c9ff:g:UL4AAeSwDjZqftm9,https://i.ebayimg.com/images/g/UL4AAeSwDjZqftm9/s-l225.jpg
型号不明,106.0,*Mint* Zenza Bronica Teleconverter S 2x for SQ SQ-i SQ-Ai From Japan #A4-2A,Bronica,Lenses,Used,53.2,USD,FIXED_PRICE,7,1600,grail:Bronica Teleconverter;good-cond;underpriced(med 180),JP,hitonaga-0,100.0,2026-08-14T11:38:59.000Z,,https://www.ebay.com/itm/407143987945?hash=item5ecbac3ae9:g:lvwAAOSwyV1iXJgy,https://i.ebayimg.com/images/g/lvwAAOSwyV1iXJgy/s-l225.jpg
型号不明,102.0,[MINT w/Cap] SMC PENTAX Rear Converter-A 645 2x Tele Converter Lens From JAPAN,Pentax,Lenses,Used,49.99,USD,FIXED_PRICE,6,822,grail:645;mount:pentax k;good-cond;underpriced(med 180),JP,hajimyokoyam_0,100.0,2026-08-15T00:17:43.000Z,,https://www.ebay.com/itm/227476354543?hash=item34f6a5b5ef:g:7PcAAeSwSY9pPmaG,https://i.ebayimg.com/images/g/7PcAAeSwSY9pPmaG/s-l225.jpg
残件/按现状,102.0,Mamiya RB67 Pro Medium Format Camera Body Only For Parts,Mamiya,Film Cameras,For parts or not working,49.99,USD,FIXED_PRICE,4,1600,grail:RB67;as-is;underpriced(med 457),US,nycamprince,99.8,2026-08-14T15:35:12.000Z,,https://www.ebay.com/itm/128026615715?hash=item1dcefb1fa3:g:5XEAAeSwL8lqfzR-,https://i.ebayimg.com/images/g/5XEAAeSwL8lqfzR-/s-l225.jpg
残件/按现状,102.0,Olympus OM-2 OM2 Black SLR 35mm Film Camera Body Only【As-Is】From JAPAN,Olympus,Film Cameras,Used,59.99,USD,FIXED_PRICE,11,1600,grail:OM-2;mount:olympus om;as-is;underpriced(med 160),JP,naokaznak-0,100.0,2026-08-14T23:42:07.000Z,,https://www.ebay.com/itm/178407759248?hash=item2989ee5d90:g:DgcAAeSwlURpKoqY,https://i.ebayimg.com/images/g/DgcAAeSwlURpKoqY/s-l225.jpg
查无市价,96.0,CARL ZEISS LENS PRO-TESSAR 80MM F4 Used,Zeiss,Lenses,Used,42.05,USD,FIXED_PRICE,4,0,grail:TESSAR;underpriced(med 570),JP,hard-off-japan-in-au,99.2,2026-08-14T17:37:51.000Z,,https://www.ebay.com/itm/318730128108?hash=item4a35cbcaec:g:Q8cAAeSwrJFqf3RP,https://i.ebayimg.com/images/g/Q8cAAeSwrJFqf3RP/s-l225.jpg
残件/按现状,96.0,Pentax Spotmatic F SPF 35mm Film SLR Camera Silver : From JAPAN #4824355,Pentax,Film Cameras,For parts or not working,43.21,USD,"FIXED_PRICE,BEST_OFFER",12,1600,grail:Spotmatic;underpriced(med 157),JP,takakun,100.0,2026-08-15T08:39:14.000Z,,https://www.ebay.com/itm/820004856096?hash=itembeec192120:g:gG0AAeSwGjJqYrdw,https://i.ebayimg.com/images/g/gG0AAeSwGjJqYrdw/s-l225.jpg
残件/按现状,96.0,AS-IS Canon AE-1 Black *For Parts or Repair Z2791,Canon,Film Cameras,For parts or not working,47.99,USD,"FIXED_PRICE,BEST_OFFER",15,1600,grail:AE-1;as-is;underpriced(med 166),JP,tsurujapan532,100.0,2026-08-14T07:32:25.000Z,,https://www.ebay.com/itm/178405550749?hash=item2989ccaa9d:g:OyAAAeSw8TRqdWna,https://i.ebayimg.com/images/g/OyAAAeSw8TRqdWna/s-l225.jpg
型号不明,96.0,*Near Mint ++* Pentax Rear Converter A 645 2x Teleconverter for 645 N NII /Japan,Pentax,Lenses,Used,49.99,USD,FIXED_PRICE,11,1600,grail:645;good-cond;underpriced(med 180),JP,hitonaga-0,100.0,2026-08-14T11:39:00.000Z,,https://www.ebay.com/itm/407143987980?hash=item5ecbac3b0c:g:w7EAAeSwNIpp6LZ-,https://i.ebayimg.com/images/g/w7EAAeSwNIpp6LZ-/s-l225.jpg
