性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
抄底,-56%,899.99,80,116.0,Read *Exc+5 w/ Cap* CONTAX G1 Rangefinder 35mm Film Camera Body From JAPAN,contax g1,Contax,Film Cameras,Used,399.99,USD,FIXED_PRICE,grail:CONTAX G1;good-cond,JP,japan.treasures.camera,100.0,2026-08-10T11:38:53.000Z,,https://www.ebay.com/itm/407133609499?hash=item5ecb0dde1b:g:J8EAAeSwT0pqebih,https://i.ebayimg.com/images/g/J8EAAeSwT0pqebih/s-l225.jpg
抄底,-80%,2719.99,35,112.0,Hasselblad Carl Zeiss Tele-Tessar CF T* 350mm f/5.6 828674,hasselblad carl zeiss,Hasselblad,Film Cameras,Used,550.72,USD,FIXED_PRICE,grail:Tessar;mount:hasselblad v,JP,digree_japan,99.7,2026-08-10T05:48:51.000Z,,https://www.ebay.com/itm/307117293673?hash=item47819e0069:g:1EUAAeSwBclqem5L,https://i.ebayimg.com/images/g/1EUAAeSwBclqem5L/s-l225.jpg
抄底,-65%,284.94,80,106.0,Unused Contax T2 Titan Silver Film Back Door Cover in Box From JAPAN,contax t2,Contax,Film Cameras,Used,99.99,USD,"FIXED_PRICE,BEST_OFFER",grail:Contax T2,JP,itsuki.japan.camera,100.0,2026-08-11T02:21:41.000Z,,https://www.ebay.com/itm/358911144016?hash=item5390c57050:g:hwEAAeSwwbZqVxSu,https://i.ebayimg.com/images/g/hwEAAeSwwbZqVxSu/s-l225.jpg
抄底,-85%,2719.99,35,106.0,Hasselblad Carl Zeiss Sonnar T* C 250mm f5.6 Black Lens Camera Lens #715,hasselblad carl zeiss,Hasselblad,Film Cameras,Used,403.42,USD,"FIXED_PRICE,BEST_OFFER",grail:Sonnar,JP,bears2636,99.3,2026-08-10T05:24:16.000Z,,https://www.ebay.com/itm/206479342763?hash=item301320bcab:g:6ekAAeSwrKZqeWFy,https://i.ebayimg.com/images/g/6ekAAeSwrKZqeWFy/s-l225.jpg
抄底,-64%,1852.59,80,106.0,Rare NAGEL with LEICA ELMAR 5cm F3.5 lens,leica elmar f3.5,Leica,Film Cameras,Used,667.49,USD,"FIXED_PRICE,BEST_OFFER",grail:ELMAR,JP,bears2636,99.3,2026-08-10T05:17:59.000Z,,https://www.ebay.com/itm/188769777440?hash=item2bf38e3720:g:Fj4AAeSw6z1qeV~J,https://i.ebayimg.com/images/g/Fj4AAeSw6z1qeV~J/s-l225.jpg
抄底,-70%,2294.95,45,106.0,[TOP MINT] Leica Leitz Wetzlar Elmarit R 24mm F2.8 Lens 3 Cam From JAPAN,leica elmarit 24mm f2.8,Leica,Lenses,Used,699.99,USD,"FIXED_PRICE,BEST_OFFER",grail:Elmarit;good-cond,JP,teriyaki.japan,99.6,2026-08-10T04:31:28.000Z,,https://www.ebay.com/itm/407132824674?hash=item5ecb01e462:g:FsoAAeSwg5hqeVOd,https://i.ebayimg.com/images/g/FsoAAeSwg5hqeVOd/s-l225.jpg
抄底,-66%,2822.3,32,106.0,【】HASSELBLAD Distagon C 40mm F4 Carl Zeiss【Tested】#3002487,hasselblad f4,Hasselblad,Film Cameras,Used,959.83,USD,"FIXED_PRICE,BEST_OFFER",grail:Distagon,JP,bears2636,99.3,2026-08-10T05:16:58.000Z,,https://www.ebay.com/itm/206479332661?hash=item3013209535:g:FSYAAeSw8TRqeV8K,https://i.ebayimg.com/images/g/FSYAAeSw8TRqeV8K/s-l225.jpg
超值,-43%,708.44,15,105.0,[NEAR MINT] CONTAX TVS Carl Zeiss Vario-Sonnar 28-56mm Compact Film Camera JP #9,contax tvs carl,Contax,Film Cameras,Used,404.99,USD,FIXED_PRICE,grail:CONTAX TVS;good-cond,JP,japa-ninja,99.9,2026-08-10T06:43:45.000Z,,https://www.ebay.com/itm/318705637685?hash=item4a34561935:g:yL8AAeSwMCBqeXIk,https://i.ebayimg.com/images/g/yL8AAeSwMCBqeXIk/s-l225.jpg
超值,-36%,899.99,80,105.0,⏯️[Almost MINT] Contax G1 35mm Film Camera Sonnar 90mm f2.8 Lens From JAPAN,contax g1,Contax,Film Cameras,Used,579.99,USD,FIXED_PRICE,grail:Contax G1;good-cond,JP,jj0731ssh65,99.7,2026-08-10T21:55:03.000Z,,https://www.ebay.com/itm/407134792046?hash=item5ecb1fe96e:g:2p4AAeSw~8Jqeknk,https://i.ebayimg.com/images/g/2p4AAeSw~8Jqeknk/s-l225.jpg
抄底,-57%,845.43,46,102.0,[N MINT] smc PENTAX 645 L.S 75mm f2.8 Leaf Shutter Lens for 645N NII From JAPAN,pentax smc 75mm f2.8,Pentax,Lenses,Used,359.99,USD,FIXED_PRICE,grail:645;mount:pentax k;good-cond,JP,sakura_vintage_camera,100.0,2026-08-10T11:17:59.000Z,,https://www.ebay.com/itm/398269891236?hash=item5cbabc42a4:g:YTMAAeSwbiNqebOq,https://i.ebayimg.com/images/g/YTMAAeSwbiNqebOq/s-l225.jpg
