寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
型号不明,106.0,[Near MINT] Kenko 2x RB Teleplus MC6 Teleconverter Mamiya RB67 Pro S SD JAPAN,Mamiya,Lenses,Used,49.99,USD,FIXED_PRICE,23,1600,grail:RB67;good-cond;underpriced(med 275),JP,sora2024,100.0,2026-08-26T13:52:26.000Z,,https://www.ebay.com/itm/237031316625?hash=item37302adc91:g:xW8AAeSwu3Zqju~f,https://i.ebayimg.com/images/g/xW8AAeSwu3Zqju~f/s-l225.jpg
型号不明,100.0,[MINT] Kenko 2X M45 Teleplus MC6 Teleconverter for Mamiya 645 Pro TL From Japan,Mamiya,Lenses,Used,69.9,USD,FIXED_PRICE,8,1600,grail:645;good-cond;underpriced(med 275),JP,leilanipo_65,99.6,2026-08-26T22:14:56.000Z,,https://www.ebay.com/itm/178443290807?hash=item298c0c88b7:g:W~0AAeSwpN5qj2Xa,https://i.ebayimg.com/images/g/W~0AAeSwpN5qj2Xa/s-l225.jpg
残件/按现状,97.0,Mamiya-Sekor C 150mm F4 SF Lens for RB67 RZ67,Mamiya,Lenses,For parts or not working,34.99,USD,FIXED_PRICE,3,1600,grail:RB67;underpriced(med 275),US,tensawc0,100.0,2026-08-26T20:27:44.000Z,,https://www.ebay.com/itm/287547595193?hash=item42f32c19b9:g:LocAAeSwVf1qj0ua,https://i.ebayimg.com/images/g/LocAAeSwVf1qj0ua/s-l225.jpg
残件/按现状,97.0,Canon Canonet QL17 G-III Silver Rangefinder 35mm Film Camera Compact UNTESTED,Canon,Vintage Cameras,,49.0,USD,"FIXED_PRICE,BEST_OFFER",3,1600,grail:Canonet;as-is;underpriced(med 180),US,collectorconnector-camsfinds,99.4,2026-08-27T12:21:01.000Z,,https://www.ebay.com/itm/800571046670?hash=itemba65c0bb0e:g:4KcAAeSwX4xqkCsw,https://i.ebayimg.com/images/g/4KcAAeSwX4xqkCsw/s-l225.jpg
查无市价,96.0,For Pentax SP / SPII / SPF / SL Pre-Cut Replacement Light Seal From JP #AN220151,Pentax,Film Cameras,New,31.5,USD,FIXED_PRICE,2,0,grail:Pentax SP;underpriced(med 150),JP,george.-5078,100.0,2026-08-26T09:07:57.000Z,,https://www.ebay.com/itm/287546760562?hash=item42f31f5d72:g:BkAAAOSwy1Rjq-9b,https://i.ebayimg.com/images/g/BkAAAOSwy1Rjq-9b/s-l225.jpg
查无市价,96.0,For JJC Auto Lens Cap Pentax MX-1 Pre-Cut Replacement Leather Seal #AN220143,Pentax,Film Cameras,New,31.5,USD,FIXED_PRICE,0,0,grail:Pentax MX;underpriced(med 150),JP,george.-5078,100.0,2026-08-26T08:59:56.000Z,,https://www.ebay.com/itm/287546753688?hash=item42f31f4298:g:bBsAAOSwvUJjrP3c,https://i.ebayimg.com/images/g/bBsAAOSwvUJjrP3c/s-l225.jpg
型号不明,96.0,[ MINT +++] Pentax Rear Converter-A 645 2× Teleconverter Lens From Japan,Pentax,Lenses,Used,44.99,USD,FIXED_PRICE,9,1600,grail:645;good-cond;underpriced(med 180),JP,tommy_camera_japan,100.0,2026-08-26T13:06:20.000Z,,https://www.ebay.com/itm/407171411209?hash=item5ecd4ead09:g:qN4AAeSwcJ1qjuX4,https://i.ebayimg.com/images/g/qN4AAeSwcJ1qjuX4/s-l225.jpg
查无市价,96.0,For Pentax SP / SP II / SPF Pre-Cut Replacement Leather Seal 10 Colors #AN220145,Pentax,Film Cameras,New,45.0,USD,FIXED_PRICE,5,0,grail:Pentax SP;underpriced(med 150),JP,george.-5078,100.0,2026-08-26T09:00:52.000Z,,https://www.ebay.com/itm/287546754382?hash=item42f31f454e:g:z-QAAOSwQk9jrPd3,https://i.ebayimg.com/images/g/z-QAAOSwQk9jrPd3/s-l225.jpg
残件/按现状,96.0,[AS IS] Olympus XA 35mm Point & Shoot Film Camera A11 Flash From JAPAN,Olympus,Film Cameras,Used,49.99,USD,FIXED_PRICE,8,1600,grail:Olympus XA;as-is;underpriced(med 151),JP,k.n_camera-japan,100.0,2026-08-26T22:25:00.000Z,,https://www.ebay.com/itm/366630857641?hash=item555ce6eba9:g:BaUAAeSw~gJqj2H2,https://i.ebayimg.com/images/g/BaUAAeSw~gJqj2H2/s-l225.jpg
查无市价,96.0,For Pentax MX-1 Pre-Cut Replacement Leather Seal 11 Colors From Japan #AN220142,Pentax,Film Cameras,New,54.0,USD,FIXED_PRICE,3,0,grail:Pentax MX;underpriced(med 150),JP,george.-5078,100.0,2026-08-26T08:58:57.000Z,,https://www.ebay.com/itm/287546753162?hash=item42f31f408a:g:qa0AAOSwt3JjrQao,https://i.ebayimg.com/images/g/qa0AAOSwt3JjrQao/s-l225.jpg
残件/按现状,96.0,Canon Canonet QL19 35mm Rangefinder Film Camera 45mm F1.9 Lens Untested,Canon,Film Cameras,Used,59.0,USD,"FIXED_PRICE,BEST_OFFER",9,1206,grail:Canonet;as-is;underpriced(med 159),JP,optic.fable.tokyo,100.0,2026-08-27T02:21:19.000Z,,https://www.ebay.com/itm/298619707948?hash=item45871f222c:g:W2YAAeSwjU9qj58M,https://i.ebayimg.com/images/g/W2YAAeSwjU9qj58M/s-l225.jpg
图片过小,96.0,Leica Minilux 35mm Data Back New Unused,Leica,Film Cameras,New,120.0,USD,FIXED_PRICE,1,600,grail:Minilux;underpriced(med 1200),US,ricba-6992,100.0,2026-08-27T08:35:48.000Z,,https://www.ebay.com/itm/237032986465?hash=item3730445761:g:qMMAAeSwS9dqj~Z8,https://i.ebayimg.com/images/g/qMMAAeSwS9dqj~Z8/s-l225.jpg
残件/按现状,96.0,Rollei 35T - 35mm Film Camera - 40mm Tessar Lens - 6314189 - Sold AS-IS,Rollei,Film Cameras,For parts or not working,150.0,USD,"FIXED_PRICE,BEST_OFFER",17,1600,grail:Tessar;as-is;underpriced(med 421),US,jcbphotos,100.0,2026-08-26T05:15:39.000Z,,https://www.ebay.com/itm/206516115566?hash=item301551d86e:g:~I4AAeSwj6Bqi~Ti,https://i.ebayimg.com/images/g/~I4AAeSwj6Bqi~Ti/s-l225.jpg
图片过小,94.0,Leica Leica III Body No.139550 Film Camera,Leica,Film Cameras,Used,355.45,USD,FIXED_PRICE,9,401,grail:Leica III;underpriced(med 1200),JP,keibun,100.0,2026-08-26T09:21:29.000Z,,https://www.ebay.com/itm/287546776980?hash=item42f31f9d94:g:VnwAAeSw9KNqjrEM,https://i.ebayimg.com/images/g/VnwAAeSw9KNqjrEM/s-l225.jpg
查无市价,94.0,LEICA DG MACRO-ELMARIT 45mm F2.8 Lens From JAPAN,Leica,Film Cameras,Used,378.0,USD,"FIXED_PRICE,BEST_OFFER",8,1080,grail:ELMARIT;underpriced(med 1200),JP,rinanten,100.0,2026-08-27T02:40:16.000Z,,https://www.ebay.com/itm/800568952044?hash=itemba65a0c4ec:g:iAYAAeSwPgVqj6S-,https://i.ebayimg.com/images/g/iAYAAeSwPgVqj6S-/s-l225.jpg
查无市价,93.0,Leica IIF LOOEL box only,Leica,Film Cameras,Usato,68.74,USD,"FIXED_PRICE,BEST_OFFER",6,947,grail:Leica IIF;underpriced(med 1200),IT,gabrcala-80,100.0,2026-08-26T13:55:20.000Z,,https://www.ebay.com/itm/147528623808?hash=item22596426c0:g:ol4AAOSwujFn96wM,https://i.ebayimg.com/images/g/ol4AAOSwujFn96wM/s-l225.jpg
查无市价,93.0,[Exc+3] Mamiya 135EF MAMIYA-SEKOR Point & Shoot Film Camera = From JAPAN,Mamiya,Film Cameras,Used,105.0,USD,"FIXED_PRICE,BEST_OFFER",13,1600,good-cond;underpriced(med 460),JP,altmart3.0,100.0,2026-08-27T02:32:20.000Z,,https://www.ebay.com/itm/227493128308?hash=item34f7a5a874:g:WmUAAeSw4C1qj6Eg,https://i.ebayimg.com/images/g/WmUAAeSw4C1qj6Eg/s-l225.jpg
残件/按现状,92.0,Canon AE-1 35mm Film Camera Body for parts,Canon,Film Cameras,For parts or not working,25.0,USD,FIXED_PRICE,7,1600,grail:AE-1;as-is;underpriced(med 159),US,retronic73,99.4,2026-08-26T22:30:53.000Z,,https://www.ebay.com/itm/398327969509?hash=item5cbe3276e5:g:YUcAAeSwj8Nqj2jT,https://i.ebayimg.com/images/g/YUcAAeSwj8Nqj2jT/s-l225.jpg
残件/按现状,92.0,Canon Canonet 28 Rangefinder with 1:2.8 40mm lens for repair,Canon,Film Cameras,For parts or not working,25.0,USD,"FIXED_PRICE,BEST_OFFER",4,1600,grail:Canonet;as-is;underpriced(med 159),US,wetrade4u,100.0,2026-08-26T19:22:31.000Z,,https://www.ebay.com/itm/318783436091?hash=item4a38f9353b:g:zhMAAeSwhVlqjzvU,https://i.ebayimg.com/images/g/zhMAAeSwhVlqjzvU/s-l225.jpg
残件/按现状,92.0,Asahi Pentax K1000 SLR 35mm Film Camera (Body Only) **For Parts Not Working**,Asahi,Film Cameras,For parts or not working,29.99,USD,"FIXED_PRICE,BEST_OFFER",5,1600,grail:K1000;as-is;underpriced(med 131),US,juliarose1,99.9,2026-08-26T17:40:14.000Z,,https://www.ebay.com/itm/147528999463?hash=item225969e227:g:UloAAeSwo9lqZSeD,https://i.ebayimg.com/images/g/UloAAeSwo9lqZSeD/s-l225.jpg
残件/按现状,92.0,Canon Canonet 35mm QL19 Rangefinder Film Camera Silver/Black w/ Case UNTESTED,Canon,Film Cameras,Used,29.99,USD,"FIXED_PRICE,BEST_OFFER",8,1600,grail:Canonet;as-is;underpriced(med 159),US,88huntercolt88,99.6,2026-08-26T16:45:53.000Z,,https://www.ebay.com/itm/800566909924?hash=itemba65819be4:g:dqkAAeSwPXdqjxdZ,https://i.ebayimg.com/images/g/dqkAAeSwPXdqjxdZ/s-l225.jpg
残件/按现状,92.0,"Pentax ME Super 35mm Camera works, but untested, sold as is for parts or repair",Pentax,Film Cameras,For parts or not working,40.0,USD,"FIXED_PRICE,BEST_OFFER",11,1600,grail:Pentax ME Super;as-is;underpriced(med 150),US,shutterdrag,100.0,2026-08-27T01:16:08.000Z,,https://www.ebay.com/itm/168642115634?hash=item2743da7832:g:wa0AAeSwgW9qj4~U,https://i.ebayimg.com/images/g/wa0AAeSwgW9qj4~U/s-l225.jpg
残件/按现状,92.0,"Olympus Stylus Epic Zoom 170 35mm Film Camera Has Issue, Parts/Repair.",Olympus,Film Cameras,For parts or not working,44.0,USD,"FIXED_PRICE,BEST_OFFER",4,1600,grail:Stylus Epic;underpriced(med 151),US,shusker59,100.0,2026-08-26T23:41:15.000Z,,https://www.ebay.com/itm/188845891028?hash=item2bf8179dd4:g:geIAAeSw94Nqj3iD,https://i.ebayimg.com/images/g/geIAAeSw94Nqj3iD/s-l225.jpg
残件/按现状,92.0,Canon AE-1 Program 35mm SLR Film Camera Canon 28mm f/2.8 Lens *Parts Repair Only,Canon,Film Cameras,For parts or not working,45.0,USD,"FIXED_PRICE,BEST_OFFER",8,1600,grail:AE-1;underpriced(med 159),US,slo_pickers,99.9,2026-08-26T15:27:48.000Z,,https://www.ebay.com/itm/377449037001?hash=item57e1b73cc9:g:ZagAAeSwRYJqgjaU,https://i.ebayimg.com/images/g/ZagAAeSwRYJqgjaU/s-l225.jpg
残件/按现状,92.0,Vintage Canon Canonet QL19 E 35mm Rangefinder Film Camera 45mm f/1.9 Lens,Canon,Film Cameras,For parts or not working,49.95,USD,"FIXED_PRICE,BEST_OFFER",5,1600,grail:Canonet;underpriced(med 159),US,thevigilantemerchant,99.5,2026-08-26T17:16:11.000Z,,https://www.ebay.com/itm/398327173392?hash=item5cbe265110:g:pVkAAeSwtwVqjx7Q,https://i.ebayimg.com/images/g/pVkAAeSwtwVqjx7Q/s-l225.jpg
型号不明,92.0,Carl Zeiss Jena Tessar 13.5cm F/4.5 Lens Compur shutter Vintage Camera,Zeiss,Lenses,Used,59.8,USD,FIXED_PRICE,4,1599,grail:Tessar;underpriced(med 540),US,barnpickin,99.8,2026-08-26T13:21:27.000Z,,https://www.ebay.com/itm/327327283678?hash=item4c3639f9de:g:54QAAeSwEjtqjuex,https://i.ebayimg.com/images/g/54QAAeSwEjtqjuex/s-l225.jpg
残件/按现状,92.0,OLYMPUS XA-2 Rangefinder 35mm Point & Shoot Film Camera & A-11 Flash UNTESTED,Olympus,Film Cameras,For parts or not working,60.0,USD,FIXED_PRICE,9,1599,grail:OLYMPUS XA;as-is;underpriced(med 151),US,walls-place,100.0,2026-08-27T01:35:07.000Z,,https://www.ebay.com/itm/257704995356?hash=item3c006a2a1c:g:uOgAAeSwaONqj5Q4,https://i.ebayimg.com/images/g/uOgAAeSwaONqj5Q4/s-l225.jpg
