性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
抄底,-47%,187.34,18,116.0,[MINT w/BOX] SHARAN Leica IIIf Model Mini Classic Camera Collection From JAPAN,leica iiif model,Leica,Film Cameras,Used,100.0,USD,FIXED_PRICE,grail:Leica IIIf;good-cond,JP,yasu_9750,100.0,2026-08-26T16:45:12.000Z,,https://www.ebay.com/itm/398327078797?hash=item5cbe24df8d:g:Iq0AAeSwCjpqjxii,https://i.ebayimg.com/images/g/Iq0AAeSwCjpqjxii/s-l225.jpg
抄底,-63%,636.39,46,116.0,[Exc+5] Leica IIIa Rangefinder 35mm Film Camera Body Silver From JAPAN,leica iiia,Leica,Film Cameras,Used,234.99,USD,FIXED_PRICE,grail:Leica IIIa;good-cond,JP,wasabi.camera_825,100.0,2026-08-26T11:44:51.000Z,,https://www.ebay.com/itm/188843607532?hash=item2bf7f4c5ec:g:p~0AAeSwwkZpXlWN,https://i.ebayimg.com/images/g/p~0AAeSwwkZpXlWN/s-l225.jpg
抄底,-83%,814.9,20,112.0,[Top MINT] SMC PENTAX-A 645 150mm F3.5 Telephoto MF Lens 6x4.5 From JAPAN,pentax top smc,Pentax,Film Cameras,Used,140.0,USD,FIXED_PRICE,grail:645;mount:pentax k;good-cond,JP,haruharu29,100.0,2026-08-26T15:33:03.000Z,,https://www.ebay.com/itm/377449053114?hash=item57e1b77bba:g:GWAAAeSwUxNqjwfv,https://i.ebayimg.com/images/g/GWAAAeSwUxNqjwfv/s-l225.jpg
抄底,-51%,958.99,45,112.0,[Near MINT w/hood] Contax Carl Zeiss Planar T* 135mm f/2 AEG Lens C/Y FromJAPAN,contax planar 135mm f2,Contax,Lenses,Used,469.99,USD,FIXED_PRICE,grail:Planar;mount:contax/yashica;good-cond,JP,omotenashi_shop_japan,99.4,2026-08-26T14:28:41.000Z,,https://www.ebay.com/itm/168640942907?hash=item2743c8933b:g:D-gAAeSwRAVqjvkS,https://i.ebayimg.com/images/g/D-gAAeSwRAVqjvkS/s-l225.jpg
抄底,-51%,163.0,13,108.0,[Exc+5+] Contax Carl Zeiss Tele-Tessar T* 200mm f/4 MF Lens AEG For C/Y From JP,contax tessar 200mm f4,Contax,Lenses,Used,79.99,USD,FIXED_PRICE,grail:Tessar;mount:contax/yashica;good-cond,JP,kimu_1572,100.0,2026-08-26T14:18:57.000Z,,https://www.ebay.com/itm/137663632145?hash=item200d645311:g:DIAAAeSwLcVqjvbN,https://i.ebayimg.com/images/g/DIAAAeSwLcVqjvbN/s-l225.jpg
抄底,-47%,1289.0,49,106.0,[Near Mint--]Fujifilm Fuji Klasse Silver 35mm Point & Shoot Camera From Japan,fujifilm klasse,Fujifilm,Film Cameras,Used,685.99,USD,FIXED_PRICE,grail:Klasse;good-cond,JP,at_japan_camera_lab,99.6,2026-08-26T06:04:24.000Z,,https://www.ebay.com/itm/398325480116?hash=item5cbe0c7ab4:g:QrIAAeSwmWZp1mll,https://i.ebayimg.com/images/g/QrIAAeSwmWZp1mll/s-l225.jpg
抄底,-64%,220.49,29,102.0,Zeiss Ikon IKOFLEX TLR Tessar 75mm F3.5 W/ Ansco Flash 48 Flashbulbs Case #j,zeiss ikon ikoflex,Zeiss,Vintage Cameras,,80.0,USD,FIXED_PRICE,grail:Tessar,US,cellphones_fordays123,99.5,2026-08-26T21:30:24.000Z,,https://www.ebay.com/itm/278314636655?hash=item40ccd8556f:g:KcIAAeSwrHtphgsL,https://i.ebayimg.com/images/g/KcIAAeSwrHtphgsL/s-l225.jpg
抄底,-92%,1189.0,71,102.0,Leica Minilux Panoramic mask for Leica Minilux 35mm Camera OEM,leica minilux,Leica,Film Cameras,Open box,100.0,USD,FIXED_PRICE,grail:Minilux,US,ricba-6992,100.0,2026-08-26T07:37:28.000Z,,https://www.ebay.com/itm/237030791533?hash=item373022d96d:g:9JUAAeSwrj5qjpch,https://i.ebayimg.com/images/g/9JUAAeSwrj5qjpch/s-l225.jpg
抄底,-63%,415.0,80,102.0,Zenza Bronica Bellows Attachment Type 2 ii For EC From JAPAN,bronica 2,Bronica,Film Cameras,Used,155.0,USD,"FIXED_PRICE,BEST_OFFER",grail:Bronica Bellows,US,shlomomeye_0,100.0,2026-08-27T02:26:10.000Z,,https://www.ebay.com/itm/407172731320?hash=item5ecd62d1b8:g:UnIAAeSwMcdqj5-j,https://i.ebayimg.com/images/g/UnIAAeSwMcdqj5-j/s-l225.jpg
抄底,-61%,899.99,47,102.0,[Top Mint] PENTAX SMC PENTAX-A 645 75mm F/2.8 for Pentax 645 645N 645 Japan #950,pentax smc 75mm f2.8,Pentax,Lenses,Used,349.99,USD,FIXED_PRICE,grail:645;mount:pentax k;good-cond,JP,lifetime-camera-japan,100.0,2026-08-26T09:23:35.000Z,,https://www.ebay.com/itm/398325973281?hash=item5cbe140121:g:WwoAAeSwOa9qjq~n,https://i.ebayimg.com/images/g/WwoAAeSwOa9qjq~n/s-l225.jpg
