性价比,价差,参考价,样本数,评分,标题,型号,品牌,类目,成色,价格,币种,购买方式,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
抄底,-63%,2549.0,24,121.0,Meter Works [MINT] Leica CL 50th Model Black 35mm Film Camera Body From JAPAN,leica 50th,Leica,Film Cameras,Used,949.99,USD,FIXED_PRICE,grail:Leica CL;good-cond,JP,camera_japan_chiba,100.0,2026-08-20T08:36:32.000Z,,https://www.ebay.com/itm/128035910251?hash=item1dcf88f26b:g:ABQAAeSwehZqhr1I,https://i.ebayimg.com/images/g/ABQAAeSwehZqhr1I/s-l225.jpg
抄底,-47%,849.99,80,116.0,New Seal[Near MINT++ w/Strap] CONTAX G1 Rangefinder 35mm Film Camera From Japan,contax g1,Contax,Film Cameras,Used,449.99,USD,FIXED_PRICE,grail:CONTAX G1;good-cond,JP,kimu_1572,100.0,2026-08-21T03:28:01.000Z,,https://www.ebay.com/itm/137645614859?hash=item200c51670b:g:zR8AAeSwdABqh8as,https://i.ebayimg.com/images/g/zR8AAeSwdABqh8as/s-l225.jpg
抄底,-45%,1099.95,80,116.0,Late [N MINT / Grid Screen] Hasselblad 500C Medium Format Film Camera From JAPAN,hasselblad 500c,Hasselblad,Film Cameras,Used,599.99,USD,FIXED_PRICE,grail:500C;good-cond,JP,hakusan_camera,100.0,2026-08-20T22:22:22.000Z,,https://www.ebay.com/itm/198585235147?hash=item2e3c9a36cb:g:D-0AAeSwS7Zqh39J,https://i.ebayimg.com/images/g/D-0AAeSwS7Zqh39J/s-l225.jpg
抄底,-46%,1111.62,80,116.0,[ Near MINT w/ Grid Screen] Hasselblad 500C Medium Format Film Camera From JAPAN,hasselblad 500c,Hasselblad,Film Cameras,Used,599.99,USD,FIXED_PRICE,grail:500C;good-cond,JP,hakusan_camera,100.0,2026-08-20T07:10:11.000Z,,https://www.ebay.com/itm/198583750120?hash=item2e3c838de8:g:FLYAAeSwo8JqhqiV,https://i.ebayimg.com/images/g/FLYAAeSwo8JqhqiV/s-l225.jpg
抄底,-62%,2749.49,16,116.0,[ Near MINT ] Hasselblad 501C Black Medium Format Body From JAPAN,hasselblad 501c,Hasselblad,Film Cameras,Used,1049.9,USD,FIXED_PRICE,grail:501C;good-cond,JP,rcamera.japan,100.0,2026-08-20T08:09:15.000Z,,https://www.ebay.com/itm/398306867406?hash=item5cbcf078ce:g:SekAAeSwwtVqhrdc,https://i.ebayimg.com/images/g/SekAAeSwwtVqhrdc/s-l225.jpg
抄底,-46%,232.59,80,106.0,【EXC+++】Konica Pearl III Rangefinder 6x4.5 Film Camera Hexar 75mm f/3.5,konica hexar,Konica,Film Cameras,Used,125.99,USD,FIXED_PRICE,grail:Hexar;good-cond,JP,japan_fun_camera,100.0,2026-08-21T01:15:30.000Z,,https://www.ebay.com/itm/188824627162?hash=item2bf6d327da:g:TdwAAOSwmtxoOQP0,https://i.ebayimg.com/images/g/TdwAAOSwmtxoOQP0/s-l225.jpg
超值,-34%,298.68,80,106.0,[Exc+5] Contax Carl Zeiss Sonnar T 90mm f/2.8 MMJ MF Lens C/Y Mount From JAPAN,contax carl zeiss,Contax,Film Cameras,Used,198.0,USD,FIXED_PRICE,grail:Sonnar;mount:contax/yashica;good-cond,JP,ryousui,97.1,2026-08-20T18:03:14.000Z,,https://www.ebay.com/itm/398308517934?hash=item5cbd09a82e:g:nQMAAeSwGatqh0JF,https://i.ebayimg.com/images/g/nQMAAeSwGatqh0JF/s-l225.jpg
抄底,-48%,647.0,80,106.0,Leica IIIc Rangefinder 35mm Film Camera Body From JAPAN #1101,leica iiic,Leica,Film Cameras,Used,332.99,USD,FIXED_PRICE,grail:Leica IIIc,JP,koji_kkjapan,99.7,2026-08-21T00:44:33.000Z,,https://www.ebay.com/itm/227484774318?hash=item34f7262fae:g:ZlYAAeSwsoRqhQdZ,https://i.ebayimg.com/images/g/ZlYAAeSwsoRqhQdZ/s-l225.jpg
抄底,-67%,449.99,25,105.0,[Almost MINT] Voigtlander BESSA L Black L39 LTM Rangefinder Film Camera JAPAN,voigtlander l39,Voigtlander,Film Cameras,Used,149.99,USD,FIXED_PRICE,mount:ltm/l39;good-cond,JP,chunmar_99,100.0,2026-08-21T02:08:58.000Z,,https://www.ebay.com/itm/227484840780?hash=item34f727334c:g:JwkAAeSwjU9qh7Px,https://i.ebayimg.com/images/g/JwkAAeSwjU9qh7Px/s-l225.jpg
抄底,-63%,283.95,71,102.0,OLYMPUS OM-4 Black 35mm Film Camera Body w/ ZUIKO AUTO-W 35mm f/2.8 Lens,olympus om-4,Olympus,Film Cameras,Used,105.0,USD,"FIXED_PRICE,BEST_OFFER",grail:OM-4;mount:olympus om,JP,vintage-watch-store-muuuus.japan,100.0,2026-08-21T02:53:48.000Z,,https://www.ebay.com/itm/800543042777?hash=itemba64156cd9:g:LygAAeSwk7FqhvE8,https://i.ebayimg.com/images/g/LygAAeSwk7FqhvE8/s-l225.jpg
