寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
查无市价,110.0,[ Exc+5 ] Mamiya Polaroid Film Back Holder M80 for RB67 JAPAN,Mamiya,Film Cameras,Used,99.99,USD,FIXED_PRICE,7,1600,grail:RB67;good-cond;underpriced(med 500),JP,sumtak_98,100.0,2026-08-08T15:03:58.000Z,,https://www.ebay.com/itm/188761987613?hash=item2bf3175a1d:g:DbIAAeSwCQJqd0aM,https://i.ebayimg.com/images/g/DbIAAeSwCQJqd0aM/s-l225.jpg
型号不明,106.0,Read 【Near Mint】 Pentax auto 110 SLR Film Camera Body Black From JAPAN,Pentax,Film Cameras,Used,39.99,USD,FIXED_PRICE,7,1600,grail:auto 110;good-cond;underpriced(med 170),JP,amakasu_vintage_japan,100.0,2026-08-09T04:02:52.000Z,,https://www.ebay.com/itm/137600885089?hash=item2009a6e161:g:PUAAAeSwe91oj-95,https://i.ebayimg.com/images/g/PUAAAeSwe91oj-95/s-l225.jpg
残件/按现状,106.0,Contax 139 Quartz 35mm Film Camera + Yashica FX Winder – FOR PARTS / UNTESTED,Contax,Film Cameras,For parts or not working,50.0,USD,"FIXED_PRICE,AUCTION",9,1600,grail:Contax 139;as-is;underpriced(med 699);auction,US,tsac7260,100.0,2026-08-08T20:00:01.000Z,2026-08-15T20:00:01.000Z,https://www.ebay.com/itm/117346471006?hash=item1b52650c5e:g:-1wAAeSwfE5qcU6n,https://i.ebayimg.com/images/g/-1wAAeSwfE5qcU6n/s-l225.jpg
残件/按现状,102.0,Leica R3 35mm SLR Film Camera Body Only For Parts Not Working,Leica,Film Cameras,For parts or not working,39.99,USD,FIXED_PRICE,11,1600,grail:Leica R3;as-is;underpriced(med 900),US,mynameispnut,99.9,2026-08-09T00:19:47.000Z,,https://www.ebay.com/itm/327301416864?hash=item4c34af47a0:g:kQwAAeSwDRtqd8dz,https://i.ebayimg.com/images/g/kQwAAeSwDRtqd8dz/s-l225.jpg
查无市价,100.0,Mamiya 645 series 645 1000S/645SUPER/645PRO,Mamiya,Film Cameras,Used,107.45,USD,"FIXED_PRICE,BEST_OFFER",7,1080,grail:645;underpriced(med 500),JP,mgaaoetom10rbmjc-1,99.1,2026-08-08T16:31:09.000Z,,https://www.ebay.com/itm/236993969140?hash=item372df0fbf4:g:85QAAeSwTF5qd1sA,https://i.ebayimg.com/images/g/85QAAeSwTF5qd1sA/s-l225.jpg
残件/按现状,98.0,"Minolta X-700 35mm SLR Film Camera w/ MD 50mm f/1.7 Lens, Auto Exposure, As Is",Minolta,Film Cameras,Used,36.49,USD,FIXED_PRICE,5,1481,grail:X-700;mount:minolta md;as-is;underpriced(med 98),US,milbrandt2012,100.0,2026-08-09T03:35:26.000Z,,https://www.ebay.com/itm/298571251102?hash=item45843bbd9e:g:y~QAAeSwoTxqd~Iq,https://i.ebayimg.com/images/g/y~QAAeSwoTxqd~Iq/s-l225.jpg
残件/按现状,97.0,Canon Canonet G-III QL17 35mm Rangefinder Camera for parts or repair,Canon,Film Cameras,For parts or not working,60.0,USD,"FIXED_PRICE,BEST_OFFER",5,1594,grail:Canonet;as-is;underpriced(med 198),US,hodgecore,100.0,2026-08-08T11:50:57.000Z,,https://www.ebay.com/itm/287512625446?hash=item42f1168126:g:Z3cAAeSwDRtqdw9h,https://i.ebayimg.com/images/g/Z3cAAeSwDRtqdw9h/s-l225.jpg
查无市价,97.0,Leica Elmarit P2 150mm f2.8 Slide Projector Lens Full Frame MINT + Case & Cap,Leica,Lenses,Usato,80.91,USD,"FIXED_PRICE,AUCTION",4,1600,grail:Elmarit;good-cond;underpriced(med 1435);auction,IT,gimmeyourlenses,100.0,2026-08-08T18:51:17.000Z,2026-08-15T18:51:17.000Z,https://www.ebay.com/itm/327301149896?hash=item4c34ab34c8:g:Nv4AAeSw~4xqQBtJ,https://i.ebayimg.com/images/g/Nv4AAeSw~4xqQBtJ/s-l225.jpg
查无市价,96.0,Rollei 35 | Tessar 40mm f3.5 | READ | $120 | 6235xxx | #4 |,Rollei,Film Cameras,Used,120.0,USD,FIXED_PRICE,6,1472,grail:Tessar;underpriced(med 500),US,vintagephotographica,99.8,2026-08-08T21:15:41.000Z,,https://www.ebay.com/itm/287513404976?hash=item42f1226630:g:UdYAAeSwfoNqd5ls,https://i.ebayimg.com/images/g/UdYAAeSwfoNqd5ls/s-l225.jpg
残件/按现状,94.0,READ! [As-Is] Leica iiif 3f Black Dial 35mm Rangefinder Film Camera Body JAPAN,Leica,Film Cameras,Used,249.99,USD,FIXED_PRICE,23,1600,grail:Leica iiif;as-is;underpriced(med 765),JP,noma6724,100.0,2026-08-08T05:02:45.000Z,,https://www.ebay.com/itm/188759879892?hash=item2bf2f730d4:g:FsgAAeSwQQxqdrjx,https://i.ebayimg.com/images/g/FsgAAeSwQQxqdrjx/s-l225.jpg
