寻宝类型,评分,标题,品牌,类目,成色,价格,币种,购买方式,图片数,图片像素,标记,所在地,卖家,好评率,上架时间,结束时间,链接,图片
查无市价,104.0,Copy Leica DII Elmar 50mm F3.5 Professionally Serviced,Leica,Film Cameras,Used,256.16,USD,FIXED_PRICE,6,1080,grail:Elmar;good-cond;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T08:04:01.000Z,,https://www.ebay.com/itm/800554876569?hash=itemba64c9fe99:g:t9gAAeSwpLBqi~wo,https://i.ebayimg.com/images/g/t9gAAeSwpLBqi~wo/s-l225.jpg
残件/按现状,102.0,Vtg Zeiss Ikon Folding Camera Compur Shutter Tessar Lens Untested Parts,Zeiss,Film Cameras,Used,45.99,USD,"FIXED_PRICE,BEST_OFFER",6,1196,grail:Tessar;as-is;underpriced(med 287),US,brownie552,99.9,2026-08-23T23:27:12.000Z,,https://www.ebay.com/itm/820039117440?hash=itembeee23ea80:g:DF0AAeSw-zVqfdU7,https://i.ebayimg.com/images/g/DF0AAeSw-zVqfdU7/s-l225.jpg
型号不明,100.0,[MINT] Zenza Bronica Tele Converter S 2x for SQ SQ-B SQ-A SQ-Ai SQ-Am From JAPAN,Bronica,Lenses,Used,79.99,USD,FIXED_PRICE,8,1600,grail:Bronica Tele;good-cond;underpriced(med 200),JP,kmtrade5738,100.0,2026-08-23T08:27:27.000Z,,https://www.ebay.com/itm/158215600102?hash=item24d66277e6:g:QBEAAeSwbS9qiq-r,https://i.ebayimg.com/images/g/QBEAAeSwbS9qiq-r/s-l225.jpg
查无市价,100.0,LEICA Leica M1/m2/m3/m4/m6/m7/mp Hand Grip,Leica,Film Cameras,Used,122.03,USD,FIXED_PRICE,3,1080,grail:Leica M1;underpriced(med 1273),JP,keibun,100.0,2026-08-24T03:39:23.000Z,,https://www.ebay.com/itm/287542504230?hash=item42f2de6b26:g:axkAAeSwbLhqi72j,https://i.ebayimg.com/images/g/axkAAeSwbLhqi72j/s-l225.jpg
查无市价,100.0,Leica Elmar 5cm Lens Hood,Leica,Vintage Cameras,,129.36,USD,FIXED_PRICE,3,1200,grail:Elmar;underpriced(med 448),JP,riversideworks_japan,98.5,2026-08-24T08:05:29.000Z,,https://www.ebay.com/itm/198591268804?hash=item2e3cf647c4:g:4-kAAeSwR-1qi~wG,https://i.ebayimg.com/images/g/4-kAAeSwR-1qi~wG/s-l225.jpg
残件/按现状,100.0,[For Parts] Mamiya RZ67 Pro Camera Body For Parts Repair As-Is From JAPAN,Mamiya,Film Cameras,For parts or not working,139.99,USD,FIXED_PRICE,12,1600,grail:RZ67;as-is;underpriced(med 460),JP,abc_camera_japan,100.0,2026-08-23T12:32:17.000Z,,https://www.ebay.com/itm/168633696849?hash=item27435a0251:g:Bo0AAeSwvDhqiulF,https://i.ebayimg.com/images/g/Bo0AAeSwvDhqiulF/s-l225.jpg
查无市价,97.0,"[EXC] Nikon CF-27 Soft Case for Nikon FE, FE2, FM, FM2 from Japan #AFAA",Nikon,Film Cameras,Used,139.9,USD,FIXED_PRICE,8,1600,grail:FM2;mount:hasselblad v;good-cond,JP,kat-satak6y,97.3,2026-08-24T05:18:07.000Z,,https://www.ebay.com/itm/327323610260?hash=item4c3601ec94:g:CAIAAeSwnQxqacnD,https://i.ebayimg.com/images/g/CAIAAeSwnQxqacnD/s-l225.jpg
残件/按现状,96.0,Olympus μ[mju:] ZOOM Panorama 35mm Point & Shoot / Flash Faulty / Read Descripti,Olympus,Film Cameras,Used,59.99,USD,"FIXED_PRICE,BEST_OFFER",7,1108,grail:mju;underpriced(med 155),JP,hayama.camer.ajapan,100.0,2026-08-23T22:18:16.000Z,,https://www.ebay.com/itm/318769742292?hash=item4a382841d4:g:qnYAAeSwTpVp8Ad~,https://i.ebayimg.com/images/g/qnYAAeSwTpVp8Ad~/s-l225.jpg
残件/按现状,96.0,Rollei A110 110 Film Miniature Camera Tessar 23mm F2.8 Untested W/ Case,Rollei,Film Cameras,Used,124.99,USD,"FIXED_PRICE,BEST_OFFER",2,1600,grail:Tessar;as-is;underpriced(med 420),US,bra5633,0.0,2026-08-23T06:38:46.000Z,,https://www.ebay.com/itm/198589405302?hash=item2e3cd9d876:g:r8oAAeSw3B1qipQr,https://i.ebayimg.com/images/g/r8oAAeSw3B1qipQr/s-l225.jpg
查无市价,94.0,SHARAN Leica IIIf Color Film and Strobe Included,Leica,Film Cameras,Used,159.63,USD,FIXED_PRICE,10,1080,grail:Leica IIIf;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T08:03:30.000Z,,https://www.ebay.com/itm/198591266711?hash=item2e3cf63f97:g:Yn0AAeSwSHBqi~tS,https://i.ebayimg.com/images/g/Yn0AAeSwSHBqi~tS/s-l225.jpg
查无市价,94.0,LEICA M6/MP/M4/M3/M2/M1/MDa Leather Camera Case,Leica,Film Cameras,New,166.17,USD,FIXED_PRICE,5,1125,grail:LEICA M6;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T08:06:47.000Z,,https://www.ebay.com/itm/800554881614?hash=itemba64ca124e:g:qG4AAeSwja9qi~wT,https://i.ebayimg.com/images/g/qG4AAeSwja9qi~wT/s-l225.jpg
残件/按现状,94.0,Leica R4 Black Used,Leica,Film Cameras,For parts or not working,198.9,USD,FIXED_PRICE,7,700,grail:Leica R4;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T08:07:01.000Z,,https://www.ebay.com/itm/188833800329?hash=item2bf75f2089:g:bxcAAeSwvk9qi~xl,https://i.ebayimg.com/images/g/bxcAAeSwvk9qi~xl/s-l225.jpg
残件/按现状,94.0,Leica Elmar M 9cm/4 Retractable,Leica,Film Cameras,For parts or not working,200.53,USD,FIXED_PRICE,7,700,grail:Elmar;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T08:07:16.000Z,,https://www.ebay.com/itm/188833800629?hash=item2bf75f21b5:g:1xQAAeSwxB9qi~vz,https://i.ebayimg.com/images/g/1xQAAeSwxB9qi~vz/s-l225.jpg
查无市价,94.0,Leica M6 Reissue Set with Original Box No Main Body,Leica,Film Cameras,Used,233.25,USD,FIXED_PRICE,8,1080,grail:Leica M6;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T08:03:30.000Z,,https://www.ebay.com/itm/800554875776?hash=itemba64c9fb80:g:3QgAAeSw~gJqi~tK,https://i.ebayimg.com/images/g/3QgAAeSw~gJqi~tK/s-l225.jpg
残件/按现状,94.0,LEICA R3 Electronic Film Camera Body Junk,Leica,Film Cameras,For parts or not working,270.07,USD,FIXED_PRICE,10,1280,grail:LEICA R3;as-is;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T09:13:38.000Z,,https://www.ebay.com/itm/188834042579?hash=item2bf762d2d3:g:HcwAAeSwzkRqjAw3,https://i.ebayimg.com/images/g/HcwAAeSwzkRqjAw3/s-l225.jpg
查无市价,94.0,Leica IIIc Silver Chrome Barnack Camera No 475850,Leica,Film Cameras,Used,274.98,USD,FIXED_PRICE,12,1080,grail:Leica IIIc;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T08:03:35.000Z,,https://www.ebay.com/itm/198591266796?hash=item2e3cf63fec:g:ygkAAeSwxKZqi~tS,https://i.ebayimg.com/images/g/ygkAAeSwxKZqi~tS/s-l225.jpg
残件/按现状,94.0,Defective Leica IIIf Body Barnack Leica #751,Leica,Film Cameras,For parts or not working,297.06,USD,FIXED_PRICE,13,1080,grail:Leica IIIf;as-is;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T08:06:09.000Z,,https://www.ebay.com/itm/188833799239?hash=item2bf75f1c47:g:bY4AAeSwJmhqi~vr,https://i.ebayimg.com/images/g/bY4AAeSwJmhqi~vr/s-l225.jpg
残件/按现状,94.0,Leica R3 MOT Black Camera Used,Leica,Film Cameras,For parts or not working,298.7,USD,FIXED_PRICE,3,700,grail:Leica R3;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T08:06:14.000Z,,https://www.ebay.com/itm/198591269850?hash=item2e3cf64bda:g:X14AAeSwjhxqi~yO,https://i.ebayimg.com/images/g/X14AAeSwjhxqi~yO/s-l225.jpg
查无市价,94.0,Leica IIIa Nr.226679 Ernst Leitz Wetzlar,Leica,Film Cameras,Used,315.06,USD,FIXED_PRICE,8,1080,grail:Leica IIIa;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T08:03:35.000Z,,https://www.ebay.com/itm/188833794924?hash=item2bf75f0b6c:g:-VgAAeSwjFZqi~vM,https://i.ebayimg.com/images/g/-VgAAeSwjFZqi~vM/s-l225.jpg
残件/按现状,94.0,Leica IIIa Camera with Industar-61LD,Leica,Film Cameras,For parts or not working,369.05,USD,FIXED_PRICE,10,1080,grail:Leica IIIa;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T08:05:28.000Z,,https://www.ebay.com/itm/188833797972?hash=item2bf75f1754:g:w9EAAeSwIMRqi~x-,https://i.ebayimg.com/images/g/w9EAAeSwIMRqi~x-/s-l225.jpg
残件/按现状,94.0,Leica IIIf Body Self Timer Black Sync,Leica,Film Cameras,For parts or not working,387.05,USD,FIXED_PRICE,3,700,grail:Leica IIIf;underpriced(med 1273),JP,riversideworks_japan,98.5,2026-08-24T08:10:55.000Z,,https://www.ebay.com/itm/188833832886?hash=item2bf75f9fb6:g:xicAAeSwuVhqi~3A,https://i.ebayimg.com/images/g/xicAAeSwuVhqi~3A/s-l225.jpg
